scenario,controller,seed,RT,RT_norm,Overshoot,RI,NDR,ControlEffort,PerfMean,PerfStd,StabilityPost,Retention,AdaptSpeed,MemStability
adversarial_coupling,arc_adaptive,7,100.0,1.0,0.0,0.0,0.0,2.3311733980485236,0.19766450737794944,0.14708282369069048,0.14708282369069048,0.5385817135723365,0.0,0.81236075695385
adversarial_coupling,arc_adaptive,8,100.0,1.0,0.0,0.0,0.0,2.3311903720294858,0.1953445901744764,0.1427610896777356,0.1427610896777356,0.553705929650062,0.0,0.8161736555399688
adversarial_coupling,arc_adaptive,9,100.0,1.0,0.0,0.0,0.0,2.331207344062097,0.19480201498595667,0.14321587378099437,0.14321587378099437,0.5600184925281984,0.0,0.8154175600378588
adversarial_coupling,arc_adaptive,10,100.0,1.0,0.00292927202226434,0.0,0.0,2.33149030802997,0.1913876400777124,0.13921977543098057,0.13921977543098057,0.5884889258021211,0.0,0.8184162115014253
adversarial_coupling,arc_adaptive,11,100.0,1.0,0.0,0.0,0.0,2.333009830265709,0.19311579968118298,0.13955089965767065,0.13955089965767065,0.5705322922407138,0.0,0.8179030280719708
adversarial_coupling,arc_adaptive,12,100.0,1.0,0.0,0.0,0.0,2.333026796453267,0.1943542905515897,0.14224752983303338,0.14224752983303338,0.5635584718215021,0.0,0.815833554753351
adversarial_coupling,arc_adaptive,13,100.0,1.0,0.0,0.0,0.0,2.3330437606924743,0.19407766737165108,0.14311641646991022,0.14311641646991022,0.5656247227545059,0.0,0.8152772396695206
adversarial_coupling,arc_adaptive,14,100.0,1.0,0.0,0.0,0.0,2.3330607229833302,0.19318531199189148,0.14020328819868239,0.14020328819868239,0.5718365894713934,0.0,0.8173015413882586
adversarial_coupling,arc_adaptive,15,100.0,1.0,0.0,0.0,0.0,2.333077683325835,0.19118303496891167,0.13828838875111313,0.13828838875111313,0.5895743411161257,0.0,0.8187337949654963
adversarial_coupling,arc_adaptive,16,100.0,1.0,0.0,0.0,0.0,2.3330946417199883,0.19463450344034658,0.14324623084096047,0.14324623084096047,0.562122527904106,0.0,0.8148210620117231
adversarial_coupling,arc_adaptive,17,100.0,1.0,0.0,0.0,0.0,2.3331115981657904,0.19082737977579128,0.13814746483677262,0.13814746483677262,0.5912604755970629,0.0,0.8191715485014623
adversarial_coupling,arc_adaptive,18,100.0,1.0,0.0,0.0,0.0,2.333128552663242,0.1937057580100619,0.14301041277333357,0.14301041277333357,0.5726594926346996,0.0,0.8146917216205456
adversarial_coupling,arc_adaptive,19,100.0,1.0,0.0,0.0,0.0,2.333145505212342,0.19539722180324734,0.14227456724645124,0.14227456724645124,0.549709624170838,0.0,0.8170185549400977
adversarial_coupling,arc_adaptive,20,100.0,1.0,0.0,0.0,0.0,2.3331624558130915,0.18988778348310126,0.13500239260204241,0.13500239260204241,0.5959858560484856,0.0,0.821938101292339
adversarial_coupling,perf_optimized,1,100.0,1.0,0.4,1.4812500000000002,0.9748427672955975,0.7000000000000018,0.8668215143942529,0.045384933166824085,0.045384933166824085,0.9655244993851997,0.0,0.9043016900617716
adversarial_coupling,perf_optimized,2,100.0,1.0,0.4,1.4812500000000002,0.9685534591194969,0.7000000000000018,0.8659488096921681,0.045928863643394685,0.045928863643394685,0.9676884515609174,0.0,0.9070286082192096
adversarial_coupling,perf_optimized,3,100.0,1.0,0.4,1.4812500000000002,0.9748427672955975,0.7000000000000018,0.8666202730884696,0.045217452723228566,0.045217452723228566,0.9674509363555797,0.0,0.9022480820725673
adversarial_coupling,perf_optimized,4,100.0,1.0,0.4,1.4812500000000002,0.9748427672955975,0.7000000000000018,0.8672356162340581,0.04522583538715359,0.04522583538715359,0.9663015055803894,0.0,0.9001151856553534
adversarial_coupling,perf_optimized,5,100.0,1.0,0.4,1.4812500000000002,0.9685534591194969,0.7000000000000018,0.8655366204133864,0.04498751827204493,0.04498751827204493,0.9682073582568157,0.0,0.909079461606142
adversarial_coupling,perf_optimized,6,100.0,1.0,0.4,1.4812500000000002,0.9748427672955975,0.7000000000000018,0.8659781642809934,0.04607228858612464,0.04607228858612464,0.968199695846171,0.0,0.9057665184360479
adversarial_coupling,perf_optimized,7,100.0,1.0,0.4,1.4812500000000002,0.9748427672955975,0.7000000000000018,0.8679946487098968,0.046095905820852295,0.046095905820852295,0.9628851244122475,0.0,0.8999700323439728
